EID,Date,Time
2018,2022-05-30,01:45:26.536436
2024,2022-05-30,01:45:26.542437
2030,2022-05-30,01:45:26.552440
2013,2022-05-30,01:45:26.568102
2008,2022-05-30,01:45:26.593103
2029,2022-05-30,01:45:26.616732
2004,2022-05-30,01:45:26.624741
2027,2022-05-30,01:45:26.631859
2006,2022-05-30,01:45:26.640858
2031,2022-05-30,01:45:26.646904
2007,2022-05-30,01:45:26.655917
2025,2022-05-30,01:45:26.688434
2014,2022-05-30,01:45:26.709111
2010,2022-05-30,01:45:26.723162
2005,2022-05-31,01:45:26.738112
2019,2022-05-31,01:45:26.747161
2004,2022-05-31,01:45:26.756116
2020,2022-05-31,01:45:26.767628
2021,2022-05-31,01:45:26.790673
2017,2022-05-31,01:45:26.810690
2006,2022-05-31,01:45:26.821729
2024,2022-05-31,01:45:26.832723
2011,2022-05-31,01:45:26.839665
2022,2022-05-31,01:45:26.848668
2018,2022-05-31,01:45:26.855706
2028,2022-05-31,01:45:26.863255
2014,2022-05-31,01:45:26.878304
2029,2022-05-31,01:45:26.891254
2010,2022-05-31,01:45:26.901267
2016,2022-05-31,01:45:26.919300
2015,2022-05-31,01:45:26.929328
2031,2022-05-31,01:45:26.944464
2030,2022-05-31,01:45:26.963031
2005,2022-06-01,01:45:43.377283
2006,2022-06-01,01:45:43.387022
2008,2022-06-01,01:45:43.395027
2031,2022-06-01,01:45:43.405059
2030,2022-06-01,01:45:43.418023
2017,2022-06-01,01:45:43.429057
2026,2022-06-01,01:45:43.437081
2023,2022-06-01,01:45:43.445022
2007,2022-06-01,01:45:43.477639
2019,2022-06-01,01:45:43.488638
2009,2022-06-01,01:45:43.498683
2014,2022-06-01,01:45:43.505670
2004,2022-06-01,01:45:43.513642
2011,2022-06-01,01:45:43.523662
2024,2022-06-01,01:45:43.548898
2010,2022-06-01,01:45:43.558857
2016,2022-06-01,01:45:43.569219
2022,2022-06-01,01:45:43.580820
2025,2022-06-01,01:45:43.591337
2021,2022-06-01,01:45:43.641407
2027,2022-06-02,01:45:43.655051
2018,2022-06-02,01:45:43.663044
2007,2022-06-02,01:45:43.672648
2022,2022-06-02,01:45:43.685362
2016,2022-06-02,01:45:43.703362
2011,2022-06-02,01:45:43.710405
2005,2022-06-02,01:45:43.820007
2009,2022-06-02,01:45:43.828008
2004,2022-06-02,01:45:43.856008
2023,2022-06-02,01:45:43.868015
2024,2022-06-02,01:45:43.878021
2020,2022-06-02,01:45:43.950058
2029,2022-06-02,01:45:43.964113
2014,2022-06-02,01:45:43.976657
2008,2022-06-02,01:45:44.101671
2010,2022-06-02,01:45:44.113667
2026,2022-06-02,01:45:44.124960
2031,2022-06-02,01:45:44.140015
2019,2022-06-03,01:45:44.166015
2010,2022-06-03,01:45:44.189230
2005,2022-06-03,01:45:44.302878
2014,2022-06-03,01:45:44.313875
2023,2022-06-03,01:45:44.322879
2018,2022-06-03,01:45:44.332876
2015,2022-06-03,01:45:44.350651
2006,2022-06-03,01:45:44.381070
2031,2022-06-03,01:45:44.391382
2013,2022-06-03,01:45:44.410425
2004,2022-06-03,01:45:44.418317
2007,2022-06-03,01:45:44.446317
2024,2022-06-03,01:45:44.520600
2028,2022-06-03,01:45:44.529619
2008,2022-06-03,01:45:44.545961
2020,2022-06-03,01:45:44.557881
2022,2022-06-03,01:45:44.566822
2021,2022-06-03,01:45:44.577414
2012,2022-06-03,01:45:44.630842
2025,2022-06-03,01:45:44.639838
2012,2022-06-04,01:45:44.656548
2020,2022-06-04,01:45:44.666586
2028,2022-06-04,01:45:44.674567
2010,2022-06-04,01:45:44.687127
2008,2022-06-04,01:45:44.802708
2009,2022-06-04,01:45:44.812004
2022,2022-06-04,01:45:44.854004
2026,2022-06-04,01:45:45.061217
2021,2022-06-04,01:45:45.072266
2030,2022-06-04,01:45:45.105628
2005,2022-06-04,01:45:45.112628
2025,2022-06-04,01:45:45.119996
2016,2022-06-04,01:45:45.148996
2004,2022-06-04,01:45:45.162361
2018,2022-06-04,01:45:45.181769
2011,2022-06-04,01:45:45.194433
2013,2022-06-04,01:45:45.224474
2015,2022-06-04,01:45:45.234738
2004,2022-06-05,01:45:45.267900
2029,2022-06-05,01:45:45.293386
2019,2022-06-05,01:45:45.319381
2028,2022-06-05,01:45:45.328397
2023,2022-06-05,01:45:45.376944
2016,2022-06-05,01:45:45.386944
2024,2022-06-05,01:45:45.534123
2011,2022-06-05,01:45:45.542077
2006,2022-06-05,01:45:45.558977
2012,2022-06-05,01:45:45.577684
2025,2022-06-05,01:45:45.586693
2015,2022-06-05,01:45:45.595634
2005,2022-06-05,01:45:45.611637
2008,2022-06-05,01:45:45.726296
2013,2022-06-05,01:45:45.737355
2030,2022-06-05,01:45:45.785974
2018,2022-06-06,01:45:45.797338
2016,2022-06-06,01:45:45.807273
2019,2022-06-06,01:45:45.826274
2011,2022-06-06,01:45:45.835273
2020,2022-06-06,01:45:45.844972
2008,2022-06-06,01:45:45.851972
2022,2022-06-06,01:45:45.881627
2015,2022-06-06,01:45:45.895619
2023,2022-06-06,01:45:45.903581
2014,2022-06-06,01:45:45.911581
2010,2022-06-06,01:45:45.948344
2012,2022-06-06,01:45:45.981911
2017,2022-06-06,01:45:46.003907
2025,2022-06-06,01:45:46.014904
2021,2022-06-06,01:45:46.027907
2031,2022-06-06,01:45:46.044970
2005,2022-06-06,01:45:46.057904
2024,2022-06-06,01:45:46.083229
2013,2022-06-07,01:45:46.108231
2011,2022-06-07,01:45:46.119233
2012,2022-06-07,01:45:46.132450
2024,2022-06-07,01:45:46.143392
2028,2022-06-07,01:45:46.161406
2020,2022-06-07,01:45:46.170473
2008,2022-06-07,01:45:46.179991
2026,2022-06-07,01:45:46.193992
2018,2022-06-07,01:45:46.206051
2009,2022-06-07,01:45:46.221056
2010,2022-06-07,01:45:46.242995
2005,2022-06-07,01:45:46.260005
2015,2022-06-07,01:45:46.277512
2016,2022-06-07,01:45:46.306517
2024,2022-06-08,01:45:46.334520
2022,2022-06-08,01:45:46.345552
2020,2022-06-08,01:45:46.355517
2017,2022-06-08,01:45:46.366580
2009,2022-06-08,01:45:46.377043
2026,2022-06-08,01:45:46.386115
2007,2022-06-08,01:45:46.406105
2008,2022-06-08,01:45:46.416131
2005,2022-06-08,01:45:46.439051
2030,2022-06-08,01:45:46.451050
2025,2022-06-08,01:45:46.460113
2015,2022-06-08,01:45:46.470156
2028,2022-06-08,01:45:46.478768
2012,2022-06-08,01:45:46.488769
2013,2022-06-08,01:45:46.508802
2010,2022-06-08,01:45:46.519768
2006,2022-06-08,01:45:46.531772
2031,2022-06-08,01:45:46.538768
2021,2022-06-08,01:45:46.546818
2023,2022-06-08,01:45:46.681129
2018,2022-06-08,01:45:46.709109
2020,2022-06-09,01:45:46.718054
2006,2022-06-09,01:45:46.829641
2027,2022-06-09,01:45:46.842635
2012,2022-06-09,01:45:46.862570
2017,2022-06-09,01:45:46.870640
2016,2022-06-09,01:45:47.017739
2021,2022-06-09,01:45:47.029671
2015,2022-06-09,01:45:47.061670
2023,2022-06-09,01:45:47.073676
2014,2022-06-09,01:45:47.089267
2025,2022-06-09,01:45:47.176266
2031,2022-06-09,01:45:47.189777
2011,2022-06-09,01:45:47.201837
2026,2022-06-09,01:45:47.350290
2022,2022-06-09,01:45:47.366355
2010,2022-06-09,01:45:47.420960
2007,2022-06-10,01:45:47.438920
2028,2022-06-10,01:45:47.464984
2018,2022-06-10,01:45:47.475928
2006,2022-06-10,01:45:47.644612
2027,2022-06-10,01:45:47.655613
2010,2022-06-10,01:45:47.666686
2026,2022-06-10,01:45:47.678202
2004,2022-06-10,01:45:47.706213
2031,2022-06-10,01:45:47.753214
2025,2022-06-10,01:45:47.760214
2008,2022-06-10,01:45:47.780720
2022,2022-06-10,01:45:47.789723
2020,2022-06-10,01:45:47.827764
2016,2022-06-10,01:45:47.900445
2019,2022-06-10,01:45:47.934445
2012,2022-06-10,01:45:47.958502
2023,2022-06-10,01:45:47.970444
2013,2022-06-10,01:45:47.982952
2021,2022-06-10,01:45:47.992953
2024,2022-06-10,01:45:48.063961
2005,2022-06-10,01:45:48.073993
2015,2022-06-10,01:45:48.082611
2026,2022-06-11,01:45:48.095691
2007,2022-06-11,01:45:48.104614
2021,2022-06-11,01:45:48.117693
2030,2022-06-11,01:45:48.263052
2004,2022-06-11,01:45:48.274056
2014,2022-06-11,01:45:48.283694
2006,2022-06-11,01:45:48.426221
2028,2022-06-11,01:45:48.435159
2019,2022-06-11,01:45:48.467232
2005,2022-06-11,01:45:48.483674
2016,2022-06-11,01:45:48.492672
2024,2022-06-11,01:45:48.542740
2031,2022-06-11,01:45:48.558246
2029,2022-06-11,01:45:48.575840
2017,2022-06-11,01:45:48.586427
2009,2022-06-11,01:45:48.616474
2012,2022-06-11,01:45:48.630442
2023,2022-06-11,01:45:48.659418
2030,2022-06-12,01:45:48.688938
2022,2022-06-12,01:45:48.715936
2020,2022-06-12,01:45:48.724939
2031,2022-06-12,01:45:48.783525
2008,2022-06-12,01:45:48.795532
2028,2022-06-12,01:45:48.953065
2027,2022-06-12,01:45:48.964073
2029,2022-06-12,01:45:49.003586
2014,2022-06-12,01:45:49.018583
2025,2022-06-12,01:45:49.051584
2007,2022-06-12,01:45:49.060587
2013,2022-06-12,01:45:49.071649
2009,2022-06-12,01:45:49.219917
2015,2022-06-12,01:45:49.232930
2018,2022-06-12,01:45:49.302652
2017,2022-06-12,01:45:49.316624
2024,2022-06-12,01:45:49.326693
2026,2022-06-12,01:45:49.349624
2016,2022-06-12,01:45:49.359626
2005,2022-06-12,01:45:49.371696
2023,2022-06-12,01:45:49.393793
2028,2022-06-13,01:45:49.508378
2007,2022-06-13,01:45:49.562378
2026,2022-06-13,01:45:49.576383
2030,2022-06-13,01:45:49.600905
2015,2022-06-13,01:45:49.611904
2017,2022-06-13,01:45:49.633907
2021,2022-06-13,01:45:49.643913
2020,2022-06-13,01:45:49.659904
2018,2022-06-13,01:45:49.667917
2027,2022-06-13,01:45:49.680414
2008,2022-06-13,01:45:49.690417
2016,2022-06-13,01:45:49.718417
2025,2022-06-13,01:45:49.753426
2022,2022-06-13,01:45:49.763425
2010,2022-06-13,01:45:49.779942
2014,2022-06-13,01:45:49.789946
2009,2022-06-13,01:45:49.811946
2029,2022-06-13,01:45:49.824889
2006,2022-06-13,01:45:49.831889
2014,2022-06-14,01:45:49.843456
2022,2022-06-14,01:45:49.852408
2024,2022-06-14,01:45:49.868455
2009,2022-06-14,01:45:49.888018
2023,2022-06-14,01:45:49.899079
2026,2022-06-14,01:45:49.910022
2015,2022-06-14,01:45:49.927081
2019,2022-06-14,01:45:49.945070
2008,2022-06-14,01:45:49.956018
2006,2022-06-14,01:45:49.965017
2017,2022-06-14,01:45:49.981737
2029,2022-06-14,01:45:49.990670
2020,2022-06-14,01:45:49.996670
2018,2022-06-14,01:45:50.021737
2028,2022-06-14,01:45:50.167200
2010,2022-06-14,01:45:50.178209
2027,2022-06-14,01:45:50.193716
2019,2022-06-15,01:45:50.216715
2016,2022-06-15,01:45:50.224772
2024,2022-06-15,01:45:50.231714
2028,2022-06-15,01:45:50.240715
2004,2022-06-15,01:45:50.262718
2017,2022-06-15,01:45:50.271723
2013,2022-06-15,01:45:50.280299
2010,2022-06-15,01:45:50.289303
2025,2022-06-15,01:45:50.296304
2020,2022-06-15,01:45:50.406877
2018,2022-06-15,01:45:50.458812
2027,2022-06-15,01:45:50.466835
2014,2022-06-15,01:45:50.607844
2023,2022-06-15,01:45:50.628839
2006,2022-06-15,01:45:50.652841
2008,2022-06-15,01:45:50.661900
2029,2022-06-15,01:45:50.668935
2031,2022-06-15,01:45:50.677905
2030,2022-06-15,01:45:50.702418
2015,2022-06-15,01:45:50.711417
2011,2022-06-15,01:45:50.722414
2021,2022-06-15,01:45:50.800926
2009,2022-06-15,01:45:50.810925
2004,2022-06-16,01:45:50.819926
2010,2022-06-16,01:45:50.953610
2012,2022-06-16,01:45:50.969613
2011,2022-06-16,01:45:51.027243
2007,2022-06-16,01:45:51.035243
2026,2022-06-16,01:45:51.043244
2016,2022-06-16,01:45:51.058243
2030,2022-06-16,01:45:51.067248
2018,2022-06-16,01:45:51.076245
2029,2022-06-16,01:45:51.084872
2023,2022-06-16,01:45:51.095867
2022,2022-06-16,01:45:51.115870
2031,2022-06-16,01:45:51.157869
2020,2022-06-16,01:45:51.165867
2028,2022-06-16,01:45:51.183386
2019,2022-06-16,01:45:51.193394
2009,2022-06-16,01:45:51.230384
2017,2022-06-16,01:45:51.284079
2026,2022-06-17,01:45:51.317001
2007,2022-06-17,01:45:51.333062
2020,2022-06-17,01:45:51.342059
2008,2022-06-17,01:45:51.351064
2030,2022-06-17,01:45:51.363001
2018,2022-06-17,01:45:51.374003
2024,2022-06-17,01:45:51.381639
2029,2022-06-17,01:45:51.391642
2009,2022-06-17,01:45:51.398641
2005,2022-06-17,01:45:51.406706
2019,2022-06-17,01:45:51.417710
2022,2022-06-17,01:45:51.535286
2006,2022-06-17,01:45:51.544222
2015,2022-06-17,01:45:51.564225
2012,2022-06-17,01:45:51.713299
2011,2022-06-17,01:45:51.723313
2021,2022-06-17,01:45:51.749314
2013,2022-06-17,01:45:51.764249
2012,2022-06-18,01:45:51.772252
2008,2022-06-18,01:45:51.819897
2013,2022-06-18,01:45:51.868883
2020,2022-06-18,01:45:51.877885
2027,2022-06-18,01:45:51.886401
2031,2022-06-18,01:45:52.009138
2029,2022-06-18,01:45:52.020139
2009,2022-06-18,01:45:52.051174
2016,2022-06-18,01:45:52.075246
2017,2022-06-18,01:45:52.098757
2004,2022-06-18,01:45:52.110758
2023,2022-06-18,01:45:52.165227
2006,2022-06-18,01:45:52.174066
2026,2022-06-18,01:45:52.289356
2021,2022-06-18,01:45:52.304200
2015,2022-06-18,01:45:52.334201
2007,2022-06-18,01:45:52.344342
2010,2022-06-18,01:45:52.372449
2024,2022-06-18,01:45:52.380412
2023,2022-06-19,01:45:52.395089
2004,2022-06-19,01:45:52.405099
2030,2022-06-19,01:45:52.427715
2024,2022-06-19,01:45:52.487298
2009,2022-06-19,01:45:52.495232
2014,2022-06-19,01:45:52.503277
2018,2022-06-19,01:45:52.519270
2021,2022-06-19,01:45:52.527233
2010,2022-06-19,01:45:52.537277
2008,2022-06-19,01:45:52.550232
2028,2022-06-19,01:45:52.581305
2031,2022-06-19,01:45:52.590532
2020,2022-06-19,01:45:52.597803
2016,2022-06-19,01:45:52.621833
2022,2022-06-19,01:45:52.631803
2013,2022-06-19,01:45:52.642803
2007,2022-06-19,01:45:52.660848
2027,2022-06-19,01:45:52.670874
2012,2022-06-19,01:45:52.679933
2024,2022-06-20,01:45:52.701570
2010,2022-06-20,01:45:52.710506
2017,2022-06-20,01:45:52.734513
2029,2022-06-20,01:45:52.755507
2009,2022-06-20,01:45:52.765506
2019,2022-06-20,01:45:52.773619
2008,2022-06-20,01:45:52.781694
2004,2022-06-20,01:45:52.798093
2021,2022-06-20,01:45:52.814093
2028,2022-06-20,01:45:52.824145
2012,2022-06-20,01:45:52.834160
2022,2022-06-20,01:45:52.842189
2025,2022-06-20,01:45:52.849445
2030,2022-06-20,01:45:52.857444
2014,2022-06-20,01:45:52.868283
2020,2022-06-20,01:45:52.898238
2005,2022-06-20,01:45:52.918234
2011,2022-06-20,01:45:52.938231
2031,2022-06-20,01:45:52.945545
2015,2022-06-20,01:45:52.958545
2010,2022-06-21,01:45:52.970600
2027,2022-06-21,01:45:52.978551
2028,2022-06-21,01:45:52.989007
2022,2022-06-21,01:45:53.010008
2024,2022-06-21,01:45:53.134614
2012,2022-06-21,01:45:53.144679
2025,2022-06-21,01:45:53.159672
2017,2022-06-21,01:45:53.185185
2021,2022-06-21,01:45:53.198182
2023,2022-06-21,01:45:53.208182
2013,2022-06-21,01:45:53.217185
2007,2022-06-21,01:45:53.235442
2016,2022-06-21,01:45:53.243441
2014,2022-06-21,01:45:53.253441
2030,2022-06-21,01:45:53.267442
2004,2022-06-21,01:45:53.274801
2008,2022-06-21,01:45:53.389070
2005,2022-06-21,01:45:53.414127
2015,2022-06-21,01:45:53.436124
2019,2022-06-21,01:45:53.549723
2005,2022-06-22,01:45:53.575817
2016,2022-06-22,01:45:53.594119
2007,2022-06-22,01:45:53.602131
2022,2022-06-22,01:45:53.610174
2026,2022-06-22,01:45:53.662187
2030,2022-06-22,01:45:53.793309
2008,2022-06-22,01:45:53.812310
2015,2022-06-22,01:45:53.821312
2006,2022-06-22,01:45:53.883427
2012,2022-06-22,01:45:53.892007
2020,2022-06-22,01:45:53.901006
2024,2022-06-22,01:45:54.015711
2013,2022-06-22,01:45:54.094230
2029,2022-06-22,01:45:54.172307
2017,2022-06-22,01:45:54.185284
2031,2022-06-22,01:45:54.201797
2019,2022-06-22,01:45:54.212794
2020,2022-06-23,01:45:54.228798
2029,2022-06-23,01:45:54.240860
2008,2022-06-23,01:45:54.252795
2025,2022-06-23,01:45:54.291362
2018,2022-06-23,01:45:54.306363
2016,2022-06-23,01:45:54.313363
2017,2022-06-23,01:45:54.323131
2023,2022-06-23,01:45:54.343131
2019,2022-06-23,01:45:54.354131
2027,2022-06-23,01:45:54.384182
2026,2022-06-23,01:45:54.432975
2030,2022-06-23,01:45:54.465994
2007,2022-06-23,01:45:54.478034
2024,2022-06-23,01:45:54.486609
2004,2022-06-23,01:45:54.498607
2011,2022-06-23,01:45:54.506596
2007,2022-06-24,01:45:54.527081
2005,2022-06-24,01:45:54.539026
2028,2022-06-24,01:45:54.545026
2013,2022-06-24,01:45:54.557096
2008,2022-06-24,01:45:54.564720
2026,2022-06-24,01:45:54.573817
2029,2022-06-24,01:45:54.580666
2004,2022-06-24,01:45:54.591079
2023,2022-06-24,01:45:54.598079
2027,2022-06-24,01:45:54.734694
2018,2022-06-24,01:45:54.749759
2016,2022-06-24,01:45:54.779781
2020,2022-06-24,01:45:54.796334
2017,2022-06-24,01:45:54.804335
2025,2022-06-24,01:45:54.842353
2022,2022-06-24,01:45:54.888891
2024,2022-06-24,01:45:54.897064
2031,2022-06-24,01:45:54.909067
2012,2022-06-24,01:45:55.029770
2015,2022-06-25,01:45:55.040725
2006,2022-06-25,01:45:55.059735
2004,2022-06-25,01:45:55.081024
2021,2022-06-25,01:45:55.112298
2020,2022-06-25,01:45:55.119299
2007,2022-06-25,01:45:55.167297
2008,2022-06-25,01:45:55.179347
2022,2022-06-25,01:45:55.305563
2005,2022-06-25,01:45:55.315563
2013,2022-06-25,01:45:55.344574
2016,2022-06-25,01:45:55.354563
2028,2022-06-25,01:45:55.374614
2027,2022-06-25,01:45:55.384614
2012,2022-06-25,01:45:55.392198
2030,2022-06-25,01:45:55.406198
2031,2022-06-25,01:45:55.429275
2023,2022-06-25,01:45:55.438198
2026,2022-06-25,01:45:55.459198
2011,2022-06-25,01:45:55.469198
2029,2022-06-25,01:45:55.560849
2014,2022-06-26,01:45:55.574009
2031,2022-06-26,01:45:55.584964
2027,2022-06-26,01:45:55.592907
2028,2022-06-26,01:45:55.602909
2016,2022-06-26,01:45:55.610907
2025,2022-06-26,01:45:55.623385
2013,2022-06-26,01:45:55.645443
2011,2022-06-26,01:45:55.653432
2023,2022-06-26,01:45:55.661505
2021,2022-06-26,01:45:55.680457
2015,2022-06-26,01:45:55.688108
2012,2022-06-26,01:45:55.699112
2029,2022-06-26,01:45:55.708085
2006,2022-06-26,01:45:55.744456
2030,2022-06-26,01:45:55.762478
2020,2022-06-26,01:45:55.771424
2017,2022-06-26,01:45:55.787093
2022,2022-06-26,01:45:55.798204
2024,2022-06-27,01:45:55.808462
2007,2022-06-27,01:45:55.824415
2019,2022-06-27,01:45:55.839415
2021,2022-06-27,01:45:55.846415
2015,2022-06-27,01:45:55.855415
2014,2022-06-27,01:45:55.862415
2009,2022-06-27,01:45:55.873479
2017,2022-06-27,01:45:55.881357
2018,2022-06-27,01:45:55.891941
2008,2022-06-27,01:45:55.924941
2013,2022-06-27,01:45:55.937941
2029,2022-06-27,01:45:55.946944
2025,2022-06-27,01:45:55.962941
2005,2022-06-27,01:45:55.970941
2028,2022-06-27,01:45:55.981947
2030,2022-06-27,01:45:55.991602
2020,2022-06-27,01:45:56.002601
2006,2022-06-27,01:45:56.021600
2012,2022-06-27,01:45:56.136301
2018,2022-06-28,01:45:56.155713
2017,2022-06-28,01:45:56.173672
2026,2022-06-28,01:45:56.196304
2011,2022-06-28,01:45:56.211406
2016,2022-06-28,01:45:56.219459
2024,2022-06-28,01:45:56.228459
2004,2022-06-28,01:45:56.247407
2029,2022-06-28,01:45:56.268406
2007,2022-06-28,01:45:56.300106
2028,2022-06-28,01:45:56.309091
2008,2022-06-28,01:45:56.318099
2012,2022-06-28,01:45:56.424633
2009,2022-06-28,01:45:56.452280
2013,2022-06-28,01:45:56.463322
2025,2022-06-28,01:45:56.574020
2005,2022-06-28,01:45:56.595626
2021,2022-06-28,01:45:56.618609
2020,2022-06-28,01:45:56.625962
2031,2022-06-28,01:45:56.632962
2006,2022-06-28,01:45:56.674965
2013,2022-06-29,01:45:56.790213
2021,2022-06-29,01:45:56.813211
2009,2022-06-29,01:45:56.833213
2019,2022-06-29,01:45:56.894892
2016,2022-06-29,01:45:56.904892
2004,2022-06-29,01:45:56.951110
2010,2022-06-29,01:45:56.961173
2025,2022-06-29,01:45:56.976181
2028,2022-06-29,01:45:57.019774
2023,2022-06-29,01:45:57.032731
2015,2022-06-29,01:45:57.043935
2018,2022-06-29,01:45:57.055898
2012,2022-06-29,01:45:57.066899
2017,2022-06-29,01:45:57.075027
2006,2022-06-29,01:45:57.086036
2011,2022-06-29,01:45:57.123660
2024,2022-06-29,01:45:57.137296
2030,2022-06-29,01:45:57.154299
2030,2022-06-30,01:45:57.169614
2022,2022-06-30,01:45:57.178700
2013,2022-06-30,01:45:57.189319
2012,2022-06-30,01:45:57.197324
2024,2022-06-30,01:45:57.208321
2015,2022-06-30,01:45:57.235346
2017,2022-06-30,01:45:57.253383
2021,2022-06-30,01:45:57.260382
2010,2022-06-30,01:45:57.269382
2028,2022-06-30,01:45:57.275417
2020,2022-06-30,01:45:57.286420
2016,2022-06-30,01:45:57.297931
2007,2022-06-30,01:45:57.313844
2025,2022-06-30,01:45:57.322841
2005,2022-06-30,01:45:57.336871
2029,2022-06-30,01:45:57.343841
2014,2022-06-30,01:45:57.353841
2019,2022-06-30,01:45:57.461081
2008,2022-06-30,01:45:57.473081
2031,2022-06-30,01:45:57.480184
2018,2022-06-30,01:45:57.488184
2006,2022-06-30,01:45:57.515773
2004,2022-06-30,01:45:57.528770
